id,name,screen name,location,description,followers,friends,image,favourites,verified,tweets,account_type
586,Chris Sacca 🇺🇸,sacca,"Jackson, Wyoming",I love @crystale & our 3 girls. Used to invest in startups. Had fun on @ABCSharkTank. Working hard to unf**k the planet.,1683123,981,False,374074,True,"['Our 7-year-old daughter just told us, “The Internet is amazing, and awful. I can type in ‘dancing poo’ and dancing poo just comes up!”\n\nAnd in that one sentence, she summed up my career.', '@pkedrosky I feel old outing myself as one of these people. Even older when I say it developed from... pickleball.', '@arctictony @nuzzel You know I love you. I chose the word ""sadness"" rather than ""angry"" because I\'ve been on the other side of this situation before and sympathize. I\'ve been a much healthier and happier person since (mostly) having Twitter off my phone and Nuzzel made it possible.', 'Twitter buying @nuzzel and shutting it down is straight sadness. I use it every day, multiple times a day, and it has replaced Twitter on my phone. Beyond just me, Nuzzel is what Twitter should look like for most normal users.', '@pkedrosky My smoothie game is so tight I often have to remind myself to eat real food.', '@waxpancake Legit sad.', '@pkedrosky Hopper himself, performing ""If"" on the Johnny Cash Show! https://t.co/NaS6dcbNz6', '@pkedrosky Related note, Ralph Fiennes reading Kipling is incredible: https://t.co/GoaLcWtDXf The whole album is special. Find it. But, even better...', 'Please, more cryptosplaining.', 'Looking at the ETH price, I bet the guy who paid $69.3 million for a link to a jpeg feels like a real bonehead right now.', '@harper Shit. Where was this Tweet two days ago? Oh, wait, never mind.', 'I’m really not sure what this means, but he does look badass in that shirt.\n\nYo Kermie, hit me up! Lowercarbon has companies doing crazy shit with flies and bog restoration. Collabs! https://t.co/6W1lxCZ2xM', ""@alexisohanian By the way, that's about how fast kids grow up. Don't blink."", '@mollybloom @hrheingold Love that girl! HBD, Mabel!!', ""My family and I got to watch #InTheHeightsMovie. We cried because the immigration stories couldn't be more poignant and then cried tears of joy watching these explosively happy dance scenes. Thank you @jonmchu &amp; @Lin_Manuel. This is 2021's perfect film. https://t.co/gAaWGbee57"", 'Thank you to everyone who worked for justice on behalf of George Floyd and achieved a guilty verdict. But in particular, gratitude goes out to @neal_katyal who dropped everything else to fight this case and win.', '@TheBotLebowski Feel like there is a missed opportunity for ""Mind if I do a J?"" today.', ""@BWJones It's an NFT, boomer."", '@Jason @TWiStartups https://t.co/4T5BvdZyxR', '@Jason I wish I had some DOGE just so I could sell it.']",human
30147163,Jeff Thomas,jef2195,FFB ar,,3,0,False,339,False,['Just setting up my Twitter. #myfirstTweet'],bot
483656289,Anly,anlyzambrano,,,168314,84,False,146,False,"['@leonardojmujica 😂😂tenia 2 y alimentarlos es asqueroso 🙃', '@mbachelet @WHO @UNHumanRights @UN Bruja', '@Marisabel_R Malditos chaviztas  sin más nada que decir🤣', '@UNHumanRights @mbachelet Basura', '@mbachelet Renuncia basura', '@mbachelet en manos de quien estan los derechos humanos? Son unos monigotes #ONU# no actúan y lo peor es saber que las personas mueren  que dios los perdone basuras #sos# https://t.co/H4IRNEhbyt', '@rubenjacoboher1 Un saludo', '@javibarriopaseo Saludos', 'emite información evidentemente tergiversada a favor de la didactura de Nicolás Maduro. #Venezuela #Frontera #PeriodismoImparcial #Cucuta #Guaido #AyudaHumanitaria  Fundación para la Libertad de Prensa - FLIP', 'La periodista venezolana @Erika Ortega Sanoja de una clara línea chavista, y reportera de RT en Español manipula la información que los periodistas de tvcucuta han emitido en los últimos días desde la frontera. Ortega, quién no ha pisado suelo fronterizo https://t.co/0w4oGApEAS', 'hoy justamente se burló de todo lo que ocurrió con la ayuda humanitaria . Hagamos que los Venezolanos en Chile la reconozcan. Chavista  en el extranjero que se burla de la situación  del país 😡 https://t.co/6EIILNrnGB', 'Esta es una periodista de Vtv que se cansó de chuparle las medias al régimen al igual que aquel muchacho Rafael Ortega que expusieron en las redes sociales porque después de burlarse y señalar a quienes se iban del país por un mejor futuro , tiempo después se fue a Chile 😡 https://t.co/SVbm5lIoCg', '@OSCARARISTIDESO @irisvarela Sapo', '@irisvarela Tu vas para el infiermo mardita', '@luikipedia J..b.n h.b haga . G.hqxhhhhb cghghghqhgcgggg b  b?.b gfcgqqvccfwvqdqqqddxchfxdgdxxdcecgffqc.nbbjb', '@RafaeduardoH Gracias', '@RigobertoGarci6 Saludos', 'Un beso enorme 😘 instagram  _carolfz_ https://t.co/azRdIhnYxP', '@_carolfz_', 'Buenas  mis amores recuperando mis cuentas ya me pueden seguir en mi cuenta de instagram _carolfz_ https://t.co/dsybgCfoTu']",human
848036460,Happy New Paul 🎇,paulnutwalnut,"Syracuse, NY","I'm Paul. He/They. A lump of something.
Valid only at participating locations.",155,678,False,8875,False,"['@C_Dobbins My favorite Neil Gaiman quote is ""The things I did because I was excited and wanted to see them exist in reality have never let me down, and ive never regretted the time I spent on any of them."" \n\nAnimated Fellowship sounds incredible 🤘', ""@anni_clark Wegmans has handled this pandemic poorly every step of the way, I'm not surprised that they'd pull some hollow BS like this"", '@beesmygod_ @JessiSheron :) https://t.co/gqcOGkSu1Q', 'Baja Blast, no straw', ""@th0tn0s @travismcelroy 🤩 thanks! Here's some info on comissions in case you were interested! https://t.co/PrnoTg6TU4"", ""@travismcelroy Heya! I'm a 3d printing artist, and I've been working on a game plan for selling my wares online! Lately I've been doing comissions of these Big Ol Lizard Friends! I've been planning out an Etsy store for them but for now I've been taking orders through DMs. Have some pics! ❤️🦎 https://t.co/IwAojqC0iz"", ""It's our Dungeon Master's birthday today, time to rush home from work and bake a cake rq before the boys get here for Game tonight 🤘🥳🎈🎉"", '@fruitsbat Oh its Groundhogs Day', ""@fruitsbat Don't talk about Murphy that way!!"", '@brentalfloss Tried to google search it and none of the results show the packaging, just the Raw Contents... Disturbing but fitting. https://t.co/W5f6Rw8EJs', ""@brentalfloss We went to college in a tiny town that only had a Dollar General within arms reach; they had this one particular gummy candy called BLOBS that were like Nickelodeon Splat's with eyes.\n\nTranscendent of Gummy-kind. Slightly marshmallowic. Unique and beautiful."", 'I just had a @GetSpectrum sales rep KNOCK ON MY FRONT DOOR, in Upstate NY in January, during a global pandemic. @GetSpectrum why would you have people doing this right now are you kidding me?', '@witchyhippie_ E4%', '@thetolerantweft @toothpasta ""logging"" ha', 'My Spotify Wrapped was high as hell I\'ve never even heard of my top 5 artists and my ""top podcast"" was Critical Role which i have Not Listened To. What is happening.', '@onebajillian This is giving me life 😂 something i think about doing every single time he posts something on Facebook but never had the guts lmaooo', 'This story, beautiful and imaginative, improved upon its already incredibly touching and insanely well-written predecessor in nearly every way. Bravo to Jon and everyone else that worked on this. I would recommend this to almost anybody. https://t.co/7eskdavQO1', '""Man, I just dont understand the concept of Geodude""', 'LMAO?????? YOU WANT A FUCKIN COOKIE OR SOMETHIN??? https://t.co/vSAmYDnpau', ""@oculus Ooh boy can't wait to see how @Facebook ruins the future of VR/AR through overmonetization and proprietary shackling. 🤘🤘""]",human
336069232,Shwuyi Ng,shwuyiNg_,malaysia,i can babble a little,54,0,False,11,False,"['I\'m reading ""#FashionUp the number of smiley faces is…"". Definitely 8! http://t.co/mciiPuxSKL', '@replayx @jasminesam @simon2yw @daibchoy @ahpek92 @missjoannechin @claireyinghooi @channiece @yiu117 HBNL!', '@replayx @daibchoy @ahpek92 @missjoannechin @claireyinghooi @yxchoo @channiece @elvieeeee @benlibin @yiu117 @simon2yw @kurishutofuru HCNY2!', '@Casper_Ho thanks!', '@_MissChanel just saw ur tweet too! \ue327', '@JasmineSam :D now only i check twitter. Hahahaha! Thank u! N thanks for coming too \ue404', '@Yxchoo what time r u leaving?', '#tetrisaddiction “@JasmineSam: HANG THE CLOTHES AND STOP TETRIS @replayx”', '1st class tweet. Ngo yiu fan gao *snore*', '玩一场tetris先', '@_MissChanel with me?! :D', 'aunty next door making soup. and its driving me crazy. i wan soup too :(', 'Get me a burger!', '@Casper_Ho 2sems! And again, late tweet reply. Sorry! Haha still gettin use to this', '@Inquizzy next girl the black keys', ""Yes. I have an addiction. To hosiery that is. 3rd one i've bought this week. I have lots of em, but never enough. :D"", 'Been watching all these old Julia Roberts movie lately, and i have to say she is one fine lady!', '@Casper_Ho haha i was reading my magazine. Not yet.', '@Josephtiesto no way for copy n paste!', 'Copywriting assignment. Not the easiest task. SHIT']",human
128799124,Micheille Soifer,MicheilleSoifer,Perú,Artista,1149232,2573,False,12637,True,"['Cómo va mi gente aquí ? En qué están cuenten ! https://t.co/qKetpq5XG2', 'Los quiero mucho ! Sigamos por màs 3 millones de reproducciones en 2 semanas es increíble ! Vamos por más !!!! https://t.co/mgBU8AknEg', 'Haré un en vivo antes de las 8:30 pm en tik tok , YouTube , Twitter , Facebook e Instagram  #LaNena https://t.co/PZB7iQa8Eh', 'Hoy reventamos con LA NENA #LaNena vamos todos 🔥🔥🔥🔥 https://t.co/MfCEPwyNls', 'Este 5 de marzo #lanena  en todas las plataformas digitales ⭐️ https://t.co/tZJcplj7N8', 'Todos tenemos una mujer maravilla dentro de nosotras https://t.co/ji3IfIO8xk', 'Se puso más linda la nena https://t.co/ghjH8k4BnO', 'Soy la misma mujer de antes...\nSolo que ahora sé lo que valgo, lo que quiero y lo que merezco. https://t.co/hUYluHQ4ap', '#NuevaFotoDePerfil https://t.co/FgnBpS6yuF', '#YouTubeDeMichiS vamos con todo con esa tt https://t.co/hseXsdH4QC', 'Lista para mis grabaciones en #mexico https://t.co/kKoEdigBcr', '#NuevaFotoDePerfil https://t.co/qFqkHdRXmd', 'Volvimos con fuerza en Twitter yeiii tengo esta noticia para ustedes. Me escriben al Dm https://t.co/Dhq4LWu8Sg', 'Me encanta https://t.co/8zSnI1XoSZ', 'Feliz navidad tuiteros https://t.co/mq6mtpp14H', '@jharumi2 Gracias hermosa', '😂 https://t.co/F2nlVD8qS6', 'Jajajaja felices de seguir en competencia y saber que les robamos una sonrisa! @mario_hart https://t.co/aIBJt90Ceq', '@RoxyRoxylove3 sabías que te quiero mucho no? Gracias por todo sabes ... mi madre siente me habla de ti y se tu apoyo incondicional 👏🏻👏🏻👏🏻', 'Gracias por el apoyo los amo']",human
114557557,Steve Elkington,elkpga,"Houston, TX",PGATOUR player.. Creator of @secretGolf & SG Tour golf gaming platform in App Store digital content on https://t.co/HWRk2Mze9q Home of 33 Tour players content,72681,2908,False,13301,True,"['@SecretGolf Even at the end would be nice', '@woodshedking @Golfer_Jake_78 Not a serious list .. there’s 3 guys in there that Faxon has never seen putt', '@Golfer_Jake_78 Your the only guy that’s ever said Rory’s good at putting', '@chrisbergpov @HarrisonKrank Ant gender focus', '@SecretGolf WTH?', '@jaredleesmith Hahahahaha true...', '@jaredleesmith NY people have been locked down too long', '@KnoxyDiane Looks like he’s using the leg, that’s a good sign', '@ping983 @jjkilleentcu Sounded good last week', '@jjkilleentcu But the Tour just put up $40 million for these guys to stay', '@JackPosobiec Duh... have you seen the show?... they smoke cigs , drink whiskey. &amp; fight.... ffs you can’t do any of that in a mask😆', '@GregChalmersPGA I’ve hit Drive wedge to this par 5 &amp; also not reached it with 3 woods', '@Travis_Aaron1 @SecretGolf @WellsFargoGolf Maybe..', '@ShannonTFish He’s a fish finger', '@jjkilleentcu @acaseofthegolf1 A bad sleeve of Jay Jays?', '@JamieSlonis @harryarnett @GAofPhilly Released point ,shaft angle , clubface position , wrist angles...= math', '@JamieSlonis @harryarnett @GAofPhilly Looks like a high draw', '@JamieSlonis Good work jamie', '@jbayzzz Lol no .... but that hat is cool', '@zacksucherpga @KornFerryTour @WellsFargoGolf @acaseofthegolf1 @PGATOUR Hope you make it']",human
111673973,Patrice Ramsey,ILYtricey,Paramount,Just Tricey...simple as that:),95,266,False,1844,False,['I just earned a free play by playing #StarbucksSummerGame #sweeps\n https://t.co/1y6A6VcxqE'],human
848822905,Valentina Shevchenko,BulletValentina,Las Vegas ,@UFC Flyweight Champion 17 time World Champion 🏆Appearances/sponsorship/seminars teambullet2018@gmail.com,778214,318,False,1715,True,"['Grateful to be one of the top fittest female athletes in the world per Sport Illustrated @SInow ! 👊🏻👊🏻👊🏻 https://t.co/q7yGqSj3em', 'Thank you, Sports Illustrated, for including me among so many incredible athletes! \nI am grateful on being on a list with so many inspiring women! @SInow https://t.co/aAcK6gqKnn', '@parimatch_ru 🔥 @ZebraMats 🔥 https://t.co/LakzBIMkpo', 'С днём Светлой Пасхи ! \nHappy Ortodox Easter ! https://t.co/H8uGjzFDKG', '2 weeks out before my sister’s fight in #UFC262 💪🏻💪🏻💪🏻 @AntoninaPantera @MuaythaiSisters @MonsterEnergy https://t.co/iUoioZBadF', '💪🏻💪🏻💪🏻 https://t.co/1nFsQe2OZo', 'https://t.co/KFKBmEBdJx', '@MuaythaiSisters https://t.co/e4bTjOAcRA', '5th defense 👊🏻👊🏻👊🏻 #UFC261 https://t.co/jBdveZfe6t', 'Incredible night yesterday! \nThank you everyone for the support! \nLos quiero mucho a toda mi gente ! ❤️ #UFC261 #AndStill https://t.co/6bqXhK8Y0y', 'Thank you to every single person of incredible #UFC261 event ! \nFans made this event so energized! \nI felt it through my skin ! \n👊🏻👊🏻👊🏻 https://t.co/lsMJOtxk5d', 'The team ! 💪🏻💪🏻💪🏻 #UFC261 https://t.co/07C3IOKy2e', '#AndStill 💪🏻💪🏻💪🏻 #UFC261 🏆 https://t.co/bGpAusxH7o', '#AndStill 💪🏻💪🏻💪🏻 #UFC261 🏆 https://t.co/5cWvnBxT9C', '#UFC261 👊🏻👊🏻👊🏻 https://t.co/PJTaLsEkP9', 'https://t.co/RUXXcmJOBE', '◦One more night away #UFC261 @EASPORTSUFC \n◦Play the fight before the fight now in #UFC4 👇\n◦https://t.co/NLtlG43pbo https://t.co/o5pS0XXzSN', '#UFC261 👊🏻👊🏻👊🏻 https://t.co/GejcAgpVlT', '2 days out 👊 @promixnutrition \n\n#Promix #PromixNutrition #ufc261 https://t.co/9Pzs5llc2t', 'https://t.co/gohkS7IxD8']",human
265814650,Jesii,DJC113Live,US,"Commissioner - Shiny Femboy/Trap Sylveon Hime is my OC -
18+ NSFW - FA same name
PokéTrainer - Shiny Hunter
https://t.co/f6boyXbMP8…",96,465,False,32905,False,"[""@sideebi Congrats! Hope it don't stop"", '@bunybunyboi https://t.co/78Qxj3xECS', ""@NecroBern That's awesome, hell yeah!"", '@zixh10 Ready nice gooey looking cum, very sexy seeing it with Raeza!!!', '@NecroBern Hell yeah!!!', '@SXodium Mmm I love it!!!', '@SXodium Hell yeah!!!', '@Krekkov No, NO, NNNOOOOOOO!!! But my dual Blades!!!', ""@NecroBern Oh my god, I just realized she hasn't had her debut yet until now. Didn't knew it was postponed, I just assumed it already happened because of the other gen mates getting theirs. That's awesome for her, I'm glad!"", ""Drawn by @g3mma7 - Commission - Part 3 Hime slamming his massive balls on Cynthia's chin, bulging her throat from his massive size, and easily snapping her fur choker. This is simply too much for Cynthia to handle, even having her squirt cum from having her throat ravaged &lt;3 https://t.co/nxvfkmPhb9"", '@Kruel_Kaiser I LOVE AMY!!!', ""@bunybunyboi Love one piece, it's a journey alright"", '@Kruel_Kaiser Ooo with red eyes too, thank you! Amy Sorel is my favorite SC character, looks awesome!!!', ""@SXodium Halo 3 played with a lot of people in high school, but I feel Halo Reach was the one I put most time into. ODST was a fun mix. Going with Reach, I liked that YOU were noble six, gave campaign replayability with your different armor looks, and unlocks didn't get out of hand yet."", '@sideebi Congrats on the milestone', '@g3mma7 Hell yeah', '@g3mma7 Nice, my actual first fortnite purchase when I played XD', ""Drawn by @LuminekoArts - Commission - After teasing his master too much, Hime was too aroused and couldn't resist playing and covering himself in his own cum &lt;3\nJust like last time, really liked how cute this one came out https://t.co/D26Buf9ee6"", '@NecroBern Cute face, big booba', '@sideebi Blort Blort!']",bot
133694084,Irene Li,dodoroirene,U.S.A,"Less than somebody, more than nobody.",7,326,False,2487,False,[],bot
1658061462,synth,idarksynth,"Florida, USA",,755,273,False,13295,False,"['@GocarMPH x @idarksynth.. 💫🏁', '@Laptopboyboy @LuvbaX', '@BIGTALIBANWOO https://t.co/Y14jFnROWv', '@twitter never ever have skate 4 trending ever again ever. unless the games out. ever.', 'i love dis soundcloud shit fuck anyone that talk down onnit', 'bro makin beats with other niggas be  so aggravating. you put in one key and they “nah this too happy” dont even let u work on da shit 😭', '@sailorxander https://t.co/hr9fwM6xXs', '@AntiXavy cuz im tryna take tha whole money aspect out of it. i genuinely enjoy makin cover art. + niggas be broke as fuck lol', 'this picture here https://t.co/OeC3A5PAk9', '@SwvshOnGo one of my fav producers rn 🍃', ':( https://t.co/2nVLnI7QiS', 'Listen to AGOFF - HAVEN SPLASH FT MILSO (PROD BY DOOMST SPEEDWAY) by AGoff #np on #SoundCloud https://t.co/MXkL156B1w', 'the “another danger” font is overused af and im demanding an end to it now.', 'keep on flexin those musclesss 💪🏾🔈 https://t.co/Q9Wtgqq1y3', 'duppy sample too smooth ima sample it', '@trippinoverivy @finessexworld @BOOFBOIICY we gon have one soon bet that', 'im bad at responding for no reason at all', 'https://t.co/kv9pX3JgCj', 'https://t.co/m9EeUdsGrV', 'https://t.co/QFeVFgztMP']",human
60031646,Wear A Mask 😷,TurtleRua,In your mind,"Separately and together, that is Girls' Generation",303,482,False,7597,False,"['what do you do with a chart like this? $riskmoon #riskmoonbsc #safemoon https://t.co/Ns09pzDKwL', ""I've reach $1M in pure BSC shitcoin. $riskmoon $wow $rocketmoon https://t.co/Jz1Ei1Dltt"", ""@KRMA_0 woah let's go"", 'Elon aping in shitcoins on uniswap : https://t.co/yL78Uph5Im', '😭😭😭 https://t.co/OL1yNIvcL3', '@thehill 😂😂😂😂😂 fragile pos https://t.co/8rpcQIJHkG', 'just watching my account value go down everyday #NBATopShot 😩 lemme open cool kats already .@nba_topshot https://t.co/jCL1m9R9JJ', '@LoudogSports @CryptoKitties @nba_topshot 🤝 https://t.co/FllLtpSVt7', '@AgultoJerald https://t.co/z0KtYl5JW1 \ngot tired waiting honestly', '@AgultoJerald are u there?', '@UltraInstinct87 @PublicMint ppl botted their way in. wait till whitelist ppl get their token release and they will dump', '@nytimes they need to stop xfinity and verizon monopolies. offer choice of state own internet if people want.', '@nba_topshot bruh why so many delays https://t.co/FCC6dLodP7', ""lmao noobs letting elon pump his shitcoin of all shitcoins. don't cry when he dump. https://t.co/fdzzWtSLRm"", 'Say no to gas.... $ETH $BTC #uniswap https://t.co/ObLGHIi7in', '$MINT  #IDO check it out @isolvedit @mooncakes4me https://t.co/ZdRwESKY6Q', 'When is Ms .@TheAmandaGorman dropping her mix tape of poems, cuz I rather listen to that.', ""They didn't seize sht if they don't have access to it. $btc https://t.co/Y0e2rcNYSD"", '@nytpolitics QOP', 'No Republicans were interested in helping the people for the past 4 years, the difference now is that we have majority so things will go our way not theirs']",human
111936162,Damaris Lewis,DamarisLewis,Exhaling ,"Brick House:
Currently playing in reality on TITANS @hbomax Ambassador of Wellness, Boys & Girls Clubs of America and so much more 💜",29037,123,False,727,True,"['Vincentttttttttttttttttttttttt 😈😈😈😈😈😈😈😈💜💜💜💜💜💜💜💜💜 https://t.co/Mjgd4C08qN', '💜💜💜💜💜💜💜', 'Make sure, you remember, to thank the people.... that no one can see. They are the true magicians. Thank you to our @DCTitans crew. Always.', 'I am 💜 https://t.co/y4EYLSJBNv', 'Phew! 😈 https://t.co/RiVgVvtiPF', '@DCTitansBrasil Thank you all, for asking 💜 💜💜💜  love love love, and Samba 💜', 'Samba Samba Samba SIM! 💜💜💜💜\n\nhttps://t.co/oonr5UXB8A', '💜 https://t.co/oxD1kdwkvQ', 'I love ya’ll 😈 💜😈', '....hi.... 😈 😉.......', '@pcgasuss Lantino haha. Latino**** lo siento amor ✨✨✨', '@pcgasuss @DCTitansBrasil Gracias amor. Te amo el fandom lantino tambien 💜💜💜💜💜', '@DCTitansBrasil La proxima vez, Samba! 💜 Para este fin de semana solo bachata! Esooooooo 💜💜💜💜', 'D NICE!', 'I love you Juju! Click the link for some of my answers to this light’s questions 💜 #GDF https://t.co/Wv5o9z51hW', 'When you’re on your period at work and the costume designer (Joyce) has @knixwear period underwear for you so you don’t have to worryyyyyyy PHEW 😍😍😍😍', 'We all bleed the same hue. Happy Women’s Month 🩸 https://t.co/1D3ElwGkMf', '😈', '😈😈😈 https://t.co/jr5mykryGI', '😈💜 https://t.co/JlHPdwG7EN']",human
2768241314,Janelle Tyler,janelle_ty,"Columbus, Ohio","OSU class of 2017, Durham university 2020, biological anthropologist, paleopathologist, painter",93,410,False,4160,False,"['Wanting to celebrate #nationalpretzelday while also not wanting to leave my house to get said pretzels https://t.co/tarr4euu9l', '@JimsaraR I woke up and felt so disrespected', 'That bitch is guilty!!!!!! 🙌🏾🙌🏾 #RIPGeorgeFloyd #verdict https://t.co/UOSnGo03Yc', '@JimsaraR 😂😭', '@JimsaraR Try https://t.co/JR8slrUAcg, that’s where I’m buying mines', '@robingnelson @mvkroot @ASUBeingHuman @SantaClaraUniv Congrats!!', '@JimsaraR I didn’t do it, I just twisted my hair like normal 🤣🤣', 'I really spent an hour parting my hair just to not put box braids in 🙃 https://t.co/Nig3BxOmUt', '@sshectman Even after 8 years of catholic school, I just think it’s because lamb is delicious', 'Yes Lt. Zimmerman https://t.co/ofi90urxhm', 'Welp, there went my bracket #MarchMadness https://t.co/yvlgqoDCYi', '@tigerfire95 🤣🤣', 'My dog’s face as she chews a hole through the pillow I just spent 2 hours sewing for her \U0001f972 https://t.co/ZPt3fyMb5X', '@JimsaraR I’m debating on if I want to get an iPad Pro and use that as a laptop, or a Microsoft surface tablet', 'My hatred for Dell laptops and computing systems grows everyday', '@Dr_Black @durham_uni @robingnelson @monicaMedHist Thank you for watching! I’m glad that this presentation was insightful. It was really an honor to be able to present to you all!', '@jimssara 🤣🤣', 'Instead of trying to make adult powerpuff girls be a thing or mess up avatar for no reason, they should reboot silent library https://t.co/Hr8pk5a2Mj', 'It’s slowly becoming The Day After Tomorrow outside fr fr https://t.co/VYDHL7nv6m', 'All I want to do is send this email, why is my laptop trying me 😩😩😩']",human
703857318,Apple,qty_3,,,5,45,False,1932,False,[],bot
632029895,karen gant,karengant1,"Miami, Florida",,29,40,False,660,False,"['Just posted a photo @ LAKE Stevens Elementary https://t.co/EemumoJ5dn', 'Metamorphosis!!!\nAnother engaging, exciting lesson from The Education Fund!\nfood.forest.eddie  @EducationFund @DebiH16  #edfundgardens #lakestevenselementary @ LAKE Stevens Elementary https://t.co/e1gwuNH8Dl', 'The Education Fund strikes again!\nMs. L Warren and Ms. Sordo deliver a VERY ENGAGING lesson to all 4th and 5th grade students at Lake Stevens Elementary. \n#edfundgardens @EducationFund  #lakestevenselementary @ LAKE… https://t.co/QwsQxjpnN7', 'First Harvest of the Year at Lake Stevens Elementary School!\n@EducationFund  #edfundgardens \n#lakestevenselementary #beyondbeautiful @ LAKE Stevens Elementary https://t.co/rcoeoSqEES', 'Channel 10 anchors came to share books today.  We decided to share the gift of healthy vegetables from the Lake Stevens Elementary Food Forest, sponsored by The Education Fund.\n@EducationFund  #edfundgardens… https://t.co/bQZ73mcJ5C', 'Kale Chips!  \n#Delicious\n@EducationFund  #edfundgardens #lakestevenselementary https://t.co/r6Aw2uauTN', 'Happy Earth Day\nPlanting a tree and Celebrating Earth\n#edfundgardens @EducationFund  #lakestevenselementary https://t.co/jdhslyybhY', 'Harvest!!\n@EducationFund #edfundgardens #lakestevenselementary @ LAKE Stevens Elementary https://t.co/EeyKUyjqlx', 'Weeding Day!\n@EducationFund \n#edfundgardens \n#lakestevenselementary @ LAKE Stevens Elementary https://t.co/zcKVTcthCJ', 'Planting day with Mr. Jorge\n@EducationFund  #edfundgardens  #lakestevenselementary  #beyondbeautiful #plantphilosophy @ LAKE Stevens Elementary https://t.co/Dt5uuRDv0s']",bot
1587544788,👽,PopDpp,"Tijuana, Baja California",,42,0,False,1858,False,[],bot
243794651,Dolfo,9olfo,,,46,86,False,2288,False,[],bot
